gene,chromosome,oe_lof_upper,pLI,mis_z
SCP2D1,20,1.838,0.0071644,0.35376
OR1L1,9,1.839,0.33258,-0.090008
C14orf177,14,1.839,0.030533,-0.93573
IFITM3,11,1.839,0.030466,-0.54078
AMY1A,1,1.839,0.00032325,-0.052245
PSG3,19,1.839,2.9137e-25,-5.1755
AC011500.1,19,1.839,0.0015552,0.49172
SCGB3A1,5,1.839,0.030493,0.32189
SPINK8,3,1.839,6.3692e-05,0.053594
AC009802.1,18,1.84,0.3319,0.33835
OR4F5,1,1.84,0.030354,0.61403
CCL24,7,1.84,0.0070888,0.69175
MTMR8,X,1.84,7.0105e-19,-2.3426
ZNF730,19,1.84,6.3597e-05,-0.91865
CRYGN,7,1.84,3.9735e-07,0.18207
GDPGP1,15,1.84,1.1916e-08,0.1772
CGB2,19,1.84,0.030408,-0.62541
RP1-127H14.3,12,1.84,0.0015489,0.98352
AC015987.2,7,1.84,0.11503,-0.011365
AC015989.1,18,1.84,0.33245,0.38932
CLEC2A,12,1.841,2.191e-06,0.65814
DEFB104B,8,1.841,0.33176,-0.097039
DKFZP779J2370,15,1.841,0.030253,0.79044
RP11-368I7.4,16,1.841,0.0003184,-0.3538
S100G,X,1.841,0.11469,0.37847
RPAIN,17,1.841,5.5657e-11,0.13911
VCPKMT,14,1.841,5.5498e-11,-1.6125
UBD,6,1.841,0.0070467,0.23568
RP11-80A15.1,14,1.841,0.11481,-0.12178
RP11-9B6.1,4,1.841,0.33142,0.12951
ZNF92,7,1.841,6.2887e-05,0.29107
GPR148,2,1.842,6.2587e-05,-0.05027
PRAMEF7,1,1.842,0.33075,0.237
OR10R2,1,1.842,0.0003148,-0.68805
IGFALS,16,1.842,5.4379e-11,-1.2214
DYNLRB2,16,1.843,6.1715e-05,-0.91865
UBL4B,1,1.843,0.030024,0.24654
ZNF736,7,1.843,0.00031345,0.92491
LCE1B,1,1.843,0.03004,-0.57017
TRIM65,17,1.843,2.7065999999999998e-21,0.408
FAM86B1,8,1.844,3.8216e-07,-2.1727
AC096644.1,1,1.844,0.11357,0.072951
KRTAP2-3,17,1.844,0.0069368,1.2863
FAM72D,1,1.844,0.029905,0.68669
PRAMEF15,1,1.844,0.32928,0.070367
C1orf200,1,1.844,0.029774,0.72298
LRP5L,22,1.844,5.3205e-11,-0.66785
DDT,22,1.844,0.32959,-0.032849
AC006486.1,19,1.844,0.11351,0.083264
GAGE13,X,1.844,0.32958,-0.5011
DEFB124,20,1.844,0.1133,0.46316
RNF183,9,1.844,0.001513,0.70601
VMO1,17,1.845,2.1183e-06,-0.17323
MMP28,17,1.845,6.0903e-05,0.57172
ID1,20,1.845,0.00031026,-2.009
HSPB3,5,1.845,6.0944e-05,0.035966
UPK3BL,7,1.845,0.11302,0.1817
LCE5A,1,1.845,0.029651,0.067062
TMEM61,1,1.845,6.0832e-05,0.18672
SLC22A16,6,1.846,6.3118000000000006e-27,-0.636
CHURC1,14,1.846,2.0933e-06,-0.19035
OR4F6,15,1.846,1.1444e-05,-1.3251
MC2R,18,1.846,0.00030712,0.0065143
HIST1H2AI,6,1.846,0.029517,0.56139
RP11-10A14.4,8,1.846,0.029508,0.23334
C1orf145,1,1.847,0.029398,-0.55104
CXorf66,X,1.847,0.029379,0.20468
PEX12,17,1.847,9.4838e-16,0.45924
POM121L2,6,1.847,0.32747,2.1596
TIMM10,11,1.847,0.0014821,0.92265
C11orf1,11,1.847,1.8467e-09,0.16063
ZNF695,1,1.847,0.00030547,0.17264
TRAPPC2P1,19,1.847,0.029497,-0.011827
OR10X1,1,1.847,0.00030581,-1.3612
AC003101.1,17,1.847,0.00030547,0.63369
CXCL3,4,1.848,0.00030234,-0.72322
RP11-664D7.4,8,1.848,0.0014724,1.059
PMAIP1,18,1.848,0.11182,0.28158
OR56B3P,11,1.848,1.1268e-05,-0.91291
TMEM221,19,1.848,0.0067947,0.80169
C1orf134,1,1.848,0.32626,0.47352
CXorf31,X,1.848,0.11186,0.066979
DEFB107A,8,1.848,0.32633,0.76454
ULBP2,6,1.848,1.8392e-09,-1.3649
CTC-236F12.4,5,1.848,0.0067819,0.48529
VTCN1,1,1.848,1.3669e-12,0.86147
GNG5P2,X,1.849,0.32594,-0.099917
RP11-45H22.3,5,1.849,0.11161,1.0369
RP11-738G5.2,8,1.849,0.029157,0.23257
ZG16B,16,1.849,0.00029994,-0.43424
ZNF550,19,1.849,3.6166e-07,0.025798
OR5AN1,11,1.849,5.9253e-05,-1.2326
OR6P1,1,1.849,5.8864e-05,0.17493
CLDN24,4,1.849,2.0392e-06,0.45239
FBXL22,15,1.849,0.0014582,-0.5891
HLA-DRB5,6,1.849,3.6359e-07,0.60637
RPS17,15,1.849,0.32566,
SVIP,11,1.849,0.00030038,0.4437
ZNF417,19,1.849,0.0067514,-0.29579
PSG9,19,1.849,3.8688999999999997e-22,-2.9166
FAM150A,8,1.849,5.9081e-05,0.51609
VSTM5,11,1.849,6.2537e-08,0.97932
C9orf129,9,1.85,0.00029845,0.20586
C21orf90,21,1.85,0.028961,0.085544
HLA-DOA,6,1.85,2.9776e-10,0.46956
TPSD1,16,1.85,8.0398e-12,-1.6229
AC012313.1,19,1.85,0.028998,-0.17039
IL1F10,2,1.85,2.023e-06,-0.27544
ZNF114,19,1.85,0.0067173,0.58659
FOXI2,10,1.85,0.00029852,-0.091758
KRT6C,12,1.85,3.8078999999999996e-22,-1.1885
HBA1,16,1.85,0.0067313,1.5313
NMNAT3,3,1.85,6.2389e-08,-0.15854
AC104667.3,2,1.85,0.0067205,0.034839
IQCD,12,1.851,1.7712e-09,0.059023
ARGFX,3,1.851,0.00029585,0.15726
TLR1,4,1.851,5.8704e-23,-0.70157
AC018816.3,3,1.851,5.7938e-05,0.14664
NXPE1,11,1.851,1.3061e-12,-0.33903
RFPL2,22,1.851,3.5388e-07,0.0051676
SSX5,X,1.851,1.0514e-08,-1.3052
MFSD3,8,1.852,7.8565e-12,-1.3933
MAGED4,X,1.852,0.32367,0.84201
HCRT,17,1.852,0.028774,0.75828
OR10G7,11,1.852,0.00029385,-1.3141
RP11-131H24.4,14,1.852,0.028802,0.29937
FAM154A,9,1.852,2.3000999999999996e-21,-2.7041
OR10A3,11,1.852,3.5206e-07,-0.89084
BHLHA15,7,1.853,0.0065801,0.48969
AL359736.1,13,1.853,0.3229,0.83825
HIST1H3F,6,1.853,0.0065896,1.2348
ULBP3,6,1.853,4.7366e-11,-0.43944
C1orf61,1,1.853,1.0714e-05,0.36688
CYTL1,4,1.853,1.0733e-05,0.11314
OR5K2,3,1.853,0.00029208,-1.0393
NPIPA1,16,1.853,0.32248,-0.65694
PATE4,11,1.853,0.0014234,0.17587
POU5F1B,8,1.853,0.00029118,-0.35566
MAGEB18,X,1.853,5.6883e-05,0.82007
TMEM262,11,1.853,0.0002911,0.82751
RCVRN,17,1.854,1.7064e-09,0.25387
COX8C,14,1.854,0.10931,0.15332
CARD18,11,1.854,0.001415,-0.52195
KRTAP4-4,17,1.854,0.32211,-0.46439
CSTB,21,1.854,0.0065562,0.017181
CYS1,2,1.854,0.10934,0.28685
FAM47E-STBD1,4,1.854,7.6594e-12,0.22775
C1orf53,1,1.855,5.6149e-05,0.080564
C1orf64,1,1.855,0.10907,0.10806
PABPC1L2B,X,1.855,0.32142,0.85942
SLMO1,18,1.855,1.6682e-09,0.45558
NT5M,17,1.855,1.0052e-08,0.17767
RLN1,9,1.855,0.0065226,-1.6391
CDC42EP5,19,1.855,0.32109,1.0015
ZNF208,19,1.855,5.6261e-05,-4.1669
ZNF776,19,1.855,0.006507,0.25006
NDUFB2,7,1.855,1.0531e-05,-0.1265
RP11-834C11.12,12,1.855,0.00028771,-0.42091
OTUB2,14,1.856,4.5366e-11,0.45221
ZNF708,19,1.856,5.5534e-05,-0.026635
ZNF709,19,1.856,0.00028372,1.9123
SERPINB3,18,1.856,8.2146e-16,-1.6623
C7orf65,7,1.856,0.0065023,-0.37914
C12orf42,12,1.856,2.7519e-10,-0.8192
ZCCHC13,X,1.856,0.0013939,0.71154
C15orf48,15,1.856,5.5498e-05,0.39682
AC121757.1,12,1.856,0.10845,-0.54174
CLLU1OS,12,1.856,0.00028369,0.15552
OR13C8,9,1.856,5.5814e-05,0.26864
LRRC30,18,1.856,1.8966e-06,-0.42899
FAM72B,1,1.857,0.0013854,0.02865
AC023469.1,2,1.857,0.00028236,0.38254
NPIPA5,16,1.857,0.10805,-1.9505
LUZP4,X,1.857,0.0013873,-0.66868
HMGN4,6,1.857,0.31986,0.27372
GNLY,2,1.857,9.6899e-09,0.13684
TMSB4Y,Y,1.858,0.31923,-0.50272
ZNF347,19,1.858,5.461e-05,-1.2148
OR10H1,19,1.858,5.4696e-05,-0.057786
LCE1C,1,1.858,0.027961,-0.5736
ANAPC13,3,1.858,0.0013703,0.12508
OR9G4,11,1.858,1.8533e-06,-1.2935
PRLH,2,1.858,0.10769,-0.63634
RNF222,17,1.858,0.00028079,0.58144
ZCCHC5,X,1.858,4.4007e-11,-1.9273
RP11-625H11.1,15,1.858,0.0013759,0.9624
SPAG11B,8,1.859,0.027751,-0.89952
C1orf213,1,1.859,0.027702,-1.0264
KLHDC4,16,1.859,4.5566000000000005e-31,-2.6169
AC090616.2,17,1.86,0.3175,0.35968
DRD4,11,1.86,9.3362e-09,-2.0004
C19orf71,19,1.86,9.3436e-09,-1.3319
OR2L8,1,1.86,0.31779,-0.76916
MT1H,16,1.86,0.0063432,-0.46469
PLA2G16,11,1.86,1.8145e-06,0.17831
AC120194.1,8,1.86,0.31775,0.17667
AC003043.1,17,1.86,0.31763,0.447
SMIM10,X,1.861,0.31638,0.81273
IL22RA2,6,1.861,1.2114e-16,-0.13609
ZNF223,19,1.861,9.9106e-06,0.21723
AKR1C3,10,1.861,7.581200000000001e-24,-1.8099
SDR42E1,16,1.861,1.5615e-09,-1.7806
RNASE13,14,1.861,0.31626,-0.24799
IL8,4,1.861,0.00027377,-0.5162
OR5H6,3,1.861,0.00027368,-2.0698
C10orf113,10,1.861,0.00027323,-0.80823
HILPDA,7,1.861,0.31634,0.27269
HIST1H1C,6,1.861,0.0275,-9.8436
FAM110C,2,1.862,9.8787e-06,0.329
OR2T7,1,1.862,1.7847e-06,-2.8076
NPPB,1,1.862,9.8786e-06,-0.15248
MRPS2,9,1.862,3.1326e-07,0.073763
RP11-1026M7.2,5,1.862,0.31617,0.022805
CTD-2021H9.3,12,1.862,0.0062598,-0.12404
OR52N5,11,1.862,5.284e-05,-0.17779
OR7A17,19,1.862,0.31571,-1.0162
RP11-366L20.2,12,1.862,9.7977e-06,1.0035
RP11-404L6.2,5,1.862,0.31577,-0.25741
CCL3L3,17,1.863,0.31517,0.31329
TSPAN10,17,1.863,9.7125e-06,0.023263
KRTAP9-2,17,1.863,0.31515,-0.88384
OR2AJ1,1,1.863,0.0062212,1.2949
TDRP,8,1.863,1.5111e-09,-1.8707
PRSS1,7,1.863,4.1384e-11,-2.0069
CCDC74A,2,1.863,4.718400000000001e-19,-0.21987
ERP27,12,1.863,1.0936e-12,-0.40253
C11orf31,11,1.863,0.0013219,-0.93351
C12orf57,12,1.863,5.2408e-05,-0.89741
ENHO,9,1.864,0.10526,0.56218
RAET1L,6,1.864,2.4837e-10,-0.99076
FABP4,8,1.864,5.1764e-05,0.57142
ZNF709,19,1.864,0.00026774,1.9123
MPZL2,11,1.864,1.0755e-12,-0.48021
NPIPB9,16,1.864,0.10514,-0.12928
NNMT,11,1.864,5.2791e-08,-1.1913
S100A4,1,1.864,0.0061838,0.36487
UFSP1,7,1.864,0.027072,-1.584
RP11-872D17.8,11,1.864,9.6353e-06,0.34591
RAB40AL,X,1.865,0.31342,-0.23263
PSORS1C1,6,1.865,0.00026534,0.68109
ZNF578,19,1.865,0.0013064,-0.7965
AL592284.1,1,1.865,0.31339,-0.22748
AC140481.2,2,1.865,0.10469,1.3753
RP11-1105G2.3,12,1.865,0.31322,0.12303
GDF15,19,1.865,3.0133e-07,0.29189
OR4N4,15,1.865,5.1332e-05,-1.7653
CTAG2,X,1.865,0.10495,-0.48964
DNAJC25-GNG10,9,1.865,0.0013097,0.90183
FAM159A,1,1.865,5.1161e-05,-0.27803
CXCR1,2,1.865,3.0337e-07,-0.41083
RP11-826N14.2,5,1.865,0.31333,0.030637
SCGB3A2,5,1.866,0.0061075,0.11135
GOLGA6L4,15,1.866,0.0060938,-0.77611
PRM1,16,1.866,0.02677,-0.53637
NDUFV3,21,1.866,2.8018e-18,-0.31018
ZNF69,19,1.866,5.1561e-08,-0.38974
TRAPPC6A,19,1.866,5.145e-08,-0.021549
XAGE5,X,1.866,1.7076e-06,-1.1374
XCL1,1,1.866,0.0012982,-0.12944
COMMD10,5,1.866,6.4803e-12,-0.87958
AC009041.2,16,1.866,0.31271,-0.071708
RP11-293M10.1,14,1.867,0.10374,0.99379
CTD-3203P2.2,16,1.867,0.02658,0.55474
ARL16,17,1.867,1.6932e-06,-0.72027
OR8I2,11,1.867,9.3688e-06,-1.3058
SPACA5B,X,1.867,0.3121,0.62929
DNAJB7,22,1.867,8.592e-09,-0.76377
SPRR1A,1,1.867,0.0060385,-0.6931
RP11-1102P16.1,8,1.867,0.10386,0.13586
AC110781.3,7,1.867,0.10378,0.37964
OR2A1,7,1.867,0.00025996,1.0491
KRTAP5-6,11,1.867,0.10396,-0.69571
RNF223,1,1.867,0.026565,-0.55496
CARHSP1,16,1.867,5.0284e-05,-2.3808
TMEM31,X,1.867,0.0012864,0.27255
C10orf115,10,1.868,0.0012785,0.69497
S100A1,1,1.868,0.0060044,-0.15455
AC017104.2,2,1.868,0.0060024,0.20161
AL162431.1,1,1.868,0.31086,0.45666
RP4-583P15.14,20,1.868,0.10325,0.84214
ZNF766,19,1.868,9.2466e-06,0.11278
LYRM2,6,1.868,0.00025796,-0.46987
IFNL2,19,1.868,4.9903e-08,-0.24329
SMN2,5,1.868,0.10337,0.43982
C7orf34,7,1.868,0.00025816,-0.10597
IL9R,X,1.868,2.6805e-22,-2.2716
RP11-683L23.1,18,1.868,0.0002589,-2.3715
HIST1H2BA,6,1.869,0.10308,-1.1904
LEAP2,5,1.869,0.0012684,0.011226
AL390778.1,9,1.869,0.30974,0.80059
THEM5,1,1.869,3.7917e-11,0.23436
KCNMB3,3,1.869,8.2989e-09,0.83713
RXFP3,5,1.869,1.6003e-13,0.47294
ZSCAN5B,19,1.869,1.0007e-12,-2.5006
TSPY1,Y,1.869,0.30999,0.10454
AC005082.1,7,1.869,0.10283,0.69739
VCX3A,X,1.87,0.30958,-2.141
KRTAP8-1,21,1.87,0.1027,0.49348
PRR24,19,1.87,0.30901,-1.1533
SIGLEC15,18,1.87,8.2148e-09,0.97922
C2ORF15,2,1.87,0.00025278,0.6707
USP50,15,1.87,2.6279e-18,0.3902
AP001024.2,11,1.87,0.026211,0.57947
OR10J3,1,1.87,0.00025309,-1.3257
OR10S1,11,1.87,4.8947e-05,-0.40238
TMEM211,22,1.87,0.026107,0.51937
KIR3DL2,19,1.87,6.0804e-12,-1.7441
KRTAP13-4,21,1.87,0.30876,-0.39497
OR4D5,11,1.87,9.0283e-06,-0.1594
KBTBD13,15,1.87,2.2574e-10,-0.58733
SELM,22,1.87,1.6327e-06,0.33005
CYP2C19,10,1.871,6.4882e-20,-2.3733
AL365202.1,9,1.871,0.30835,0.46888
CYP4A22,1,1.871,1.4246e-29,-1.1691
LY6D,8,1.871,0.026045,0.60991
ZNF321P,19,1.871,0.0012443,0.016484
GRAPL,17,1.871,0.30873,0.6454
FAM163B,9,1.871,0.025948,-0.75951
PABPN1L,16,1.872,1.0122e-16,-0.8376
TTLL2,6,1.872,0.0058508,0.18945
AC073569.1,12,1.872,0.30784,0.089627
HSPB1,7,1.872,2.7797e-07,-0.51459
AC005549.3,17,1.872,0.30741,0.16353
OR4F4,15,1.872,0.30741,-0.47376
CGREF1,2,1.872,4.7425e-08,1.0419
AC104057.1,7,1.872,0.30714,-1.7289
BLOC1S4,4,1.872,0.10151,0.054111
TMEM234,1,1.872,4.7801e-08,0.2862
GOLGA8B,15,1.872,4.7959e-05,-0.1822
CTB-54O9.9,19,1.873,0.0058012,0.026862
GAGE2A,X,1.873,0.10091,-0.7857
MRPL21,11,1.873,2.4125e-14,0.27025
AL136376.1,1,1.873,0.02568,0.61821
OR6V1,7,1.873,0.0002477,0.29958
ZNF85,19,1.873,4.73e-05,-1.452
VEGFB,11,1.873,1.3114e-09,-0.70799
GAPT,5,1.873,0.30619,-0.33786
TCF24,8,1.873,0.025682,-0.11259
RAB19,7,1.873,1.5787e-06,0.37595
SFT2D3,2,1.873,0.1013,-1.4933
DNLZ,9,1.873,0.00024737,-0.87397
C15orf54,15,1.874,0.025572,-0.50569
OR5B3,11,1.874,4.7001e-05,-0.33662
OR5H1,3,1.874,4.6874e-05,-2.237
ZNF780A,19,1.874,1.5554e-06,0.18783
TMEM171,5,1.874,7.7679e-09,-0.17229
PGA4,11,1.874,0.30546,-0.15509
PLGRKT,9,1.874,4.604e-08,-1.0929
RNASE1,14,1.874,0.025608,0.12361
FAM90A1,12,1.874,1.5557e-06,-1.4312
OR1S2,11,1.874,8.7248e-06,-1.6087
AL590714.1,1,1.875,0.30518,0.11743
HIST1H3H,6,1.875,0.0057387,1.0146
ANKRD33,12,1.875,1.4957e-17,0.33618
CCL20,2,1.875,0.00024242,0.58658
PAGE2B,X,1.875,0.0012072,-0.10687
P2RY6,11,1.875,1.5307e-06,0.38327
MRPS28,8,1.875,4.6621e-05,-0.026319
MRPL11,11,1.875,1.5371e-06,-0.1863
CGB5,19,1.875,0.025362,-0.58381
CT45A6,X,1.875,0.30472,0.50962
PRAMEF18,1,1.876,0.3043,-0.80251
CMA1,14,1.876,7.5861e-09,-1.7479
PAPPA-AS1,9,1.876,0.30349,0.36709
SLC39A11,17,1.876,2.3522e-18,-0.12684
ZNF705B,8,1.876,0.00023945,-0.61726
AC108868.1,2,1.876,0.30351,-0.22882
CLEC7A,12,1.876,5.5087e-12,0.11918
FGF5,4,1.876,2.0811e-10,-0.59976
C6orf226,6,1.876,0.30419,-1.1685
OR2T29,1,1.876,0.099777,0.43581
PLGLB2,2,1.876,0.30421,0.134
C20orf201,20,1.876,0.025208,0.52782
TMEM257,X,1.876,0.09964,-0.27789
DDIT4L,4,1.876,1.5197e-06,-0.09376
CTD-2547L24.3,14,1.876,0.02523,1.4288
TMEM134,11,1.877,2.0372e-10,-0.39844
KRTAP4-1,17,1.877,0.0056309,-0.27239
EQTN,9,1.877,5.4219e-12,-0.34588
AL163636.6,14,1.877,0.099062,-0.029567
FFAR3,19,1.877,0.00023758,0.030502
LAIR2,19,1.877,2.5967e-07,-0.42313
MRAP2,6,1.878,2.5633e-07,0.30857
NPB,17,1.878,0.0989,-0.069531
OR5H2,3,1.878,0.00023505,-0.58967
AEN,15,1.878,2.0092e-10,-0.0046399
KIR2DL1,19,1.878,3.5684e-15,-2.0972
ANKRD23,2,1.878,3.5366e-19,0.57992
CTB-60B18.6,19,1.878,0.30206,-0.57963
GUCA1C,3,1.878,2.5694e-07,-0.31707
GOLGA8J,15,1.878,8.9595e-17,-2.6734
CGB,19,1.879,0.098257,-0.94177
PRAMEF1,1,1.879,3.2165e-11,-2.1303
SYCN,19,1.879,4.4492e-05,-0.16573
OR8H2,11,1.879,0.0011661,-1.1775
SERPINB4,18,1.879,8.7622e-17,-1.8735
KRTAP9-7,17,1.879,0.30156,-0.61112
SMIM8,6,1.879,0.0055617,-0.21551
POLR2K,8,1.879,0.0011708,0.59786
PMM2,16,1.879,1.4072e-17,-1.3872
C12orf73,12,1.879,0.024774,0.47338
FAM111B,11,1.879,0.098549,-0.23447
GOLGA6L10,15,1.879,0.00117,-1.7715
TNFRSF18,1,1.88,1.4516e-06,-0.5671
NBPF24,1,1.88,0.0055357,-1.3308
LCE2B,1,1.88,0.097851,-1.8387
OR8S1,12,1.88,1.4449e-06,-0.36275
ZNF256,19,1.88,0.0055297,-0.060435
CT45A1,X,1.88,0.30048,0.70361
ZBED6CL,7,1.88,0.0011628,0.03565
SERF1B,5,1.88,0.30017,0.65083
PRSS55,8,1.88,3.1731e-11,-3.399
OR56B4,11,1.881,8.0533e-06,-1.0683
OR4A16,11,1.881,0.00022787,-3.6846
ZNF671,19,1.881,4.2147e-08,0.12905
MOAP1,14,1.881,1.1736e-09,0.57819
IL3RA,X,1.881,2.9891e-27,-1.5017
DUPD1,10,1.881,2.4781e-07,0.59352
SEPT12,16,1.881,3.3500000000000005e-19,-1.5374
FAM162B,6,1.881,4.2377e-08,0.12042
PIGY,4,1.881,0.09724,-0.32065
MANSC4,12,1.881,4.3796e-05,1.6194
SPIN2A,X,1.881,0.0011466,-1.0334
DEFB118,20,1.882,0.096825,-0.36766
DEFB119,20,1.882,0.096676,0.088605
DEFB129,20,1.882,0.097066,0.80674
DAPL1,2,1.882,4.2949e-05,-0.57964
C2orf57,2,1.882,0.097049,0.29089
LCNL1,9,1.882,0.0011448,0.73799
PRAMEF16,1,1.882,0.2979,-0.17287
CXorf40B,X,1.882,0.02439,-0.63949
OR11G2,14,1.882,1.4116e-06,0.23357
AC187652.1,7,1.883,0.096431,0.52797
KBTBD4,11,1.883,0.29725,-0.19118
OR10A6,11,1.883,6.8327e-09,-1.9863
VPREB1,22,1.883,0.096491,0.12729
HIST1H3D,6,1.883,0.00113,0.3844
CYP2C8,10,1.883,1.9758999999999998e-22,-0.8873
GIMAP5,7,1.883,0.096506,-0.55136
OR6K2,1,1.883,2.4185e-07,-1.2406
DEFB121,20,1.883,0.096502,-0.063001
AP000688.1,21,1.883,0.29757,0.061004
ZNF716,7,1.883,1.3942e-06,-0.3994
LST1,6,1.883,0.0011303,0.013695
OTOP1,4,1.883,4.8437e-24,-0.66425
PP13004,7,1.883,0.096611,0.43196
CCDC23,1,1.883,0.0011348,0.3744
TMEM261,9,1.883,0.0054207,-0.89495
MT1B,16,1.884,0.0053775,0.015238
SYNGR4,19,1.884,1.1085e-09,-0.1003
OR2D2,11,1.884,4.0212e-08,-0.9455
C9orf141,9,1.884,0.0011229,0.37586
AC090427.1,19,1.884,0.29639,0.037549
C1orf143,1,1.884,0.095863,1.0101
RBMY1F,Y,1.884,0.29637,0.52426
CDRT4,17,1.884,0.095789,0.035859
APOL6,22,1.884,0.096029,-0.0022767
TNFRSF17,16,1.884,1.3715e-06,-1.2428
CTB-134H23.2,16,1.884,0.096089,-0.70025
EMP2,16,1.884,2.3873e-07,-0.44016
DEFB130,8,1.885,0.29563,0.22458
OR1S1,11,1.885,4.1578e-05,-1.835
SPATA31A3,9,1.885,0.29526,-1.2808
TSPY2,Y,1.885,0.095282,-0.58774
NBPF11,1,1.885,0.0011126,-1.257
BHLHA9,17,1.885,0.2959,0.022186
C9orf66,9,1.885,0.023936,-3.7222
LRG1,19,1.885,0.095143,-0.046056
AC112721.1,2,1.885,0.2956,-0.25762
B3GNT6,11,1.885,1.093e-09,-0.21571
MBD3L4,19,1.885,0.29496,-0.016084
GAL3ST2,2,1.885,2.9341e-11,-0.052375
HTN3,4,1.886,4.1066e-05,-0.46897
RHOXF2,X,1.886,0.00021767,0.12468
DMRTC1,X,1.886,0.023698,0.8579
ARL11,13,1.886,0.0052678,-0.094507
NEUROG1,5,1.886,0.00021722,-0.80103
CGB7,19,1.886,0.0052599,-0.92348
HIST1H2AJ,6,1.886,0.0237,0.12563
RP11-210M15.2,15,1.886,0.023659,0.38502
C6orf48,6,1.886,0.023621,-0.52264
KRTAP5-8,11,1.886,0.095069,-0.3227
OR2T6,1,1.886,4.1385e-05,-0.44805
NAT1,8,1.886,1.9294e-14,-0.49928
AL161784.1,9,1.886,0.09475,1.0163
WFDC6,20,1.886,0.001097,0.16466
SERPINA9,14,1.886,1.2106e-13,-1.1081
C1orf111,1,1.886,1.7676e-10,-0.072325
ZNF721,4,1.886,0.094789,-1.7727
SPG20OS,13,1.886,0.023665,0.14547
RP11-386G21.1,8,1.886,0.023775,-0.20315
SIRPD,20,1.886,3.9148e-08,-0.88372
TEX38,1,1.887,2.2724e-07,0.82389
ZNF726,19,1.887,7.4752e-06,-2.6554
VPREB3,22,1.887,0.094588,-0.28459
SPRN,10,1.887,0.29377,-1.9012
C10orf32,10,1.887,2.2921e-07,0.087472
C4orf19,4,1.887,0.09431,0.61346
CBWD3,9,1.887,1.326e-06,0.21809
AC022400.2,10,1.887,0.29318,-0.76073
TSPY8,Y,1.887,0.29328,0.26301
C1orf180,1,1.887,0.094516,0.66171
TMEM238,19,1.887,0.29387,0.69515
CST9,20,1.887,0.0010911,-0.20632
C8orf31,8,1.887,3.8618e-08,0.41796
DEFB113,6,1.888,0.09409,-0.50684
ANKRD34B,5,1.888,1.8309e-14,0.57017
TRIB3,20,1.888,1.1597e-13,-0.19446
KRTAP3-1,17,1.888,0.023316,-0.20715
DEFB104A,8,1.888,0.093748,0.20209
AC009403.2,7,1.888,0.023373,0.5752
AC012360.1,2,1.888,0.2923,0.22391
AL161450.1,9,1.888,0.2923,0.35193
ZNF429,19,1.888,4.0549e-05,-0.994
DNAJC15,13,1.889,1.682e-10,-0.42112
RPUSD1,16,1.889,1.6742e-10,-1.4875
OR1J2,9,1.889,0.093349,-0.40628
OR4C6,11,1.889,0.005129,-2.3199
PRAMEF13,1,1.889,0.29184,-0.80942
TFF2,21,1.889,2.2197e-07,0.45994
CDRT15,17,1.889,1.282e-06,-0.56683
DEFB105B,8,1.889,0.29184,-0.34668
TYRP1,9,1.889,6.557000000000001e-25,-2.1465
URAD,13,1.889,0.0051396,-0.35997
OVCA2,17,1.889,1.2811e-06,-1.377
CLIC3,9,1.889,6.2316e-09,1.1449
IFITM2,11,1.889,0.0051529,-0.31472
MBD3L3,19,1.889,0.29097,-0.32181
CTD-2215E18.1,5,1.889,0.00020994,-0.35495
ZNF534,19,1.889,1.2886e-06,0.34988
PPP3R2,9,1.889,0.0010651,0.00059282
RP11-998D10.1,14,1.889,0.0051512,-0.15658
PRAMEF14,1,1.89,0.29026,-0.60031
OR9Q2,11,1.89,6.1559e-09,-0.1264
HCG27,6,1.89,0.023063,1.2977
MS4A4E,11,1.89,0.0010614,0.20847
SCGB2B2,19,1.89,0.0010603,-0.23279
S100A16,1,1.89,0.0010573,-0.51201
TRIM49D1,11,1.89,0.29086,0.94731
OR6K3,1,1.89,0.092932,-0.41893
RBMY1A1,Y,1.89,0.29035,0.33635
RBMY1E,Y,1.89,0.29054,-0.48516
C7orf66,7,1.891,0.092294,0.081274
HIGD1B,17,1.891,3.9132e-05,-0.21891
KRTAP9-9,17,1.891,0.28956,-1.0172
MGARP,4,1.891,3.8778e-05,0.23281
OR4K2,14,1.891,3.8826e-05,-2.2063
ZNF846,19,1.891,1.2532e-06,-0.80711
DEFB136,8,1.891,0.09248,-0.38025
KLLN,10,1.891,0.0050546,-0.96733
AL121963.1,6,1.891,0.00020649,-0.86375
OR5AU1,14,1.891,1.2459e-06,-1.2479
ARL14,3,1.892,1.2351e-06,-1.1098
GPX1,3,1.892,3.8518e-05,-0.29821
MRPS12,19,1.892,0.00020409,0.42
DEFB114,6,1.892,0.091552,-0.44522
DAZ2,Y,1.892,0.288,-0.17057
SPP2,2,1.892,1.693e-14,-0.389
SNAPC5,15,1.893,0.00020115,-0.72351
ANG,14,1.893,0.28738,0.077728
KAAG1,6,1.893,0.28715,0.73649
KCNG4,16,1.893,4.2136e-16,-1.6555
OR4C12,11,1.893,3.7877e-05,-1.3262
CST5,20,1.893,6.8894e-06,-1.344
SLN,11,1.893,0.28701,0.18851
AVPI1,10,1.893,3.8026e-05,-0.12248
SPON2,4,1.893,2.6609e-15,-0.80976
FGFBP3,10,1.893,0.0010279,-0.66241
OR8K3,11,1.893,1.2144e-06,-1.1072
